Job,Province,Min_Years,Max_Years,Min_Salary,Max_Salary
Art & Design,Jakarta,0,1,4500000,5500000
Factory and Manufacturer,Jakarta,1,3,4600000,6000000
Data Analyst & Data Science,Jakarta,1,3,6000000,8000000
Internet & New Media,Jawa,1,3,2516000,2516000
Hospitality & Travel,Jakarta,1,3,5000000,7000000
Sales,Jawa,1,3,4600000,6000000
Data Analyst & Data Science,Jakarta,1,3,15000000,30000000
Law,Jakarta,1,3,10000000,15000000
Data Analyst & Data Science,Jakarta,1,3,5200000,5200000
Art & Design,Jawa,1,3,6000000,9000000
Sales,Jakarta,0,1,0,600000
Business,Sumatera,5,10,20000000,25000000
Hospitality & Travel,Jakarta,3,5,3000000,5000000
"Accounting, Finance, Banking",Jakarta,3,5,3000000,5000000
Factory and Manufacturer,Jakarta,0,1,2500000,3000000
Research & Development,Jakarta,0,1,4500000,5000000
Education,Jakarta,0,1,1000000,8000000
Sales,Jakarta,1,3,5000000,6500000
Internet & New Media,Jakarta,1,3,6000000,6500000
Hospitality & Travel,Jakarta,0,1,4500000,5000000
Business,Jakarta,3,5,15000000,20000000
Factory and Manufacturer,Jakarta,3,5,6000000,7500000
Factory and Manufacturer,Bali dan Nusa Tenggara,3,5,3750000,4250000
Other,Jawa,0,1,3000000,4500000
"Accounting, Finance, Banking",Jawa,3,5,15000000,20000000
"Accounting, Finance, Banking",Jawa,1,3,4000000,4500000
Sales,Jakarta,0,1,4000000,5000000
Sales,Jawa,5,10,30000000,35000000
Factory and Manufacturer,Jakarta,0,1,750000,1500000
Other,Jawa,1,3,4000000,5000000
Internet & New Media,Sumatera,0,1,3000000,4000000
Factory and Manufacturer,Jakarta,0,1,2000000,3000000
Art & Design,Jawa,0,1,4200000,5000000
Factory and Manufacturer,Jakarta,1,3,4000000,4500000
Factory and Manufacturer,Sulawesi,0,1,3000000,4300000
Sales,Sulawesi,0,1,4500000,5000000
Marketing,Jawa,0,1,2000000,2500000
Sales,Jawa,5,10,25000000,44000000
Sales,Jakarta,3,5,14000000,20000000
Internet & New Media,Sumatera,0,1,3000000,4500000
Factory and Manufacturer,Jakarta,1,3,5000000,9000000
Business,Jakarta,3,5,17000000,22000000
Factory and Manufacturer,Jakarta,1,3,7000000,10000000
Art & Design,Jakarta,3,5,15000000,45000000
Hospitality & Travel,Jakarta,0,1,3500000,5000000
Internet & New Media,Jakarta,0,1,4000000,4500000
Art & Design,Jakarta,5,10,17000000,25000000
Data Analyst & Data Science,Jawa,0,1,4300000,5300000
Factory and Manufacturer,Jakarta,0,1,3000000,6000000
Hospitality & Travel,Jakarta,3,5,9000000,20000000
Factory and Manufacturer,Jakarta,5,10,30000000,35000000
Administration,Jakarta,0,1,4000000,5000000
Other,Jawa,0,1,4000000,5000000
Sales,Jawa,1,3,20000000,25000000
Factory and Manufacturer,Jakarta,0,1,4500000,5000000
Administration,Jakarta,0,1,3500000,5000000
Sales,Jawa,0,1,4500000,5000000
Journalistic and Entertainment,Jakarta,3,5,5000000,7500000
Factory and Manufacturer,Jakarta,0,1,4500000,5000000
Administration,Jawa,5,10,35000000,40000000
Other,Bali dan Nusa Tenggara,1,3,5500000,8600000
Factory and Manufacturer,Jakarta,1,3,4000000,5000000
Internet & New Media,Bali dan Nusa Tenggara,1,3,4000000,5000000
"Accounting, Finance, Banking",Jawa,1,3,4000000,6000000
Consultant,Jawa,1,3,3600000,5000000
Data Analyst & Data Science,Jawa,1,3,4000000,6000000
Business,Jakarta,1,3,7000000,11000000
"Accounting, Finance, Banking",Jawa,0,1,3500000,5000000
Hospitality & Travel,Jakarta,0,1,4000000,5000000
Administration,Jawa,0,1,4300000,5000000
"Accounting, Finance, Banking",Jawa,1,3,6000000,8000000
Data Analyst & Data Science,Jawa,1,3,7000000,10000000
Administration,Jawa,1,3,7000000,10000000
Internet & New Media,Jawa,3,5,7500000,11000000
Sales,Jakarta,0,1,2500000,2500000
Education,Jakarta,0,1,4500000,4700000
Human Resources & General Affair,Jakarta,1,3,5000000,8000000
Sales,Sumatera,0,1,4400000,4900000
Factory and Manufacturer,Bali dan Nusa Tenggara,0,1,4000000,4500000
Hospitality & Travel,Jakarta,1,3,4285800,4285800
Other,Jawa,0,1,2000000,7000000
Administration,Jakarta,0,1,4000000,5000000
Factory and Manufacturer,Jawa,0,1,3000000,5000000
Art & Design,Jawa,1,3,7000000,13000000
Sales,Jakarta,1,3,4500000,7000000
Journalistic and Entertainment,Jakarta,1,3,4500000,4500000
Human Resources & General Affair,Jakarta,1,3,4500000,6000000
Business,Jawa,1,3,5000000,5500000
Art & Design,Jakarta,3,5,2000000,4000000
Factory and Manufacturer,Jakarta,1,3,3500000,4000000
Consultant,Jawa,0,1,1000000,2500000
Administration,Jawa,1,3,7000000,10000000
Other,Jakarta,0,1,3500000,4300000
Factory and Manufacturer,Jakarta,1,3,15000000,25000000
Public Relation,Jakarta,3,5,6000000,7000000
"Accounting, Finance, Banking",Jakarta,0,1,3500000,4250000
Factory and Manufacturer,Bali dan Nusa Tenggara,0,1,4200000,4500000
Factory and Manufacturer,Jakarta,5,10,20000000,27000000
Art & Design,Jakarta,1,3,2000000,3000000
Factory and Manufacturer,Jakarta,0,1,3000000,5000000
Other,Jakarta,1,3,17000000,25000000
Sales,Jakarta,1,3,4500000,8000000
Other,Jawa,1,3,3000000,4000000
Sales,Jakarta,0,1,4417000,4417000
Business,Jawa,3,5,10000000,12000000
Public Relation,Jawa,1,3,15000000,25000000
Business,Jawa,1,3,3500000,5000000
Factory and Manufacturer,Jakarta,1,3,3500000,5000000
Art & Design,Jawa,0,1,4417000,4417000
Factory and Manufacturer,Kalimantan,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,5,10,5000000,7000000
Factory and Manufacturer,Jawa,1,3,4500000,5500000
Business,Jawa,3,5,15000000,25000000
Factory and Manufacturer,Jawa,1,3,6000000,11000000
Business,Jakarta,1,3,7000000,9000000
Sales,Jakarta,1,3,2000000,3500000
Factory and Manufacturer,Jawa,1,3,4500000,6000000
Research & Development,Jawa,1,3,5500000,8000000
Other,Sumatera,1,3,2500000,3000000
Hospitality & Travel,Jakarta,0,1,3000000,4500100
Administration,Jawa,1,3,5500000,7500000
Factory and Manufacturer,Sumatera,0,1,4310000,4310000
Journalistic and Entertainment,Jawa,1,3,5000000,8000000
"Accounting, Finance, Banking",Jawa,5,10,12000000,15000000
Administration,Jawa,1,3,3800000,4200000
Marketing,Jakarta,1,3,4000000,6000000
Business,Jawa,3,5,16000000,24000000
Factory and Manufacturer,Jawa,1,3,7500000,9000000
Other,Jakarta,1,3,2500000,5000000
Public Relation,Jakarta,0,1,3000000,4000000
Health,Bali dan Nusa Tenggara,1,3,1000000,2000000
Sales,Jawa,0,1,4000000,4500000
Factory and Manufacturer,Jawa,3,5,15000000,25000000
Art & Design,Jakarta,0,1,4200000,4300000
Factory and Manufacturer,Jakarta,3,5,7000000,14000000
Sales,Jakarta,0,1,3000000,4000000
Internet & New Media,Jakarta,5,10,19999900,19999900
Art & Design,Kalimantan,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,3,5,11000000,18000000
Sales,Jakarta,0,1,3000000,4500000
Data Analyst & Data Science,Jakarta,0,1,4000000,4400000
Factory and Manufacturer,Jakarta,1,3,8000000,10000000
Human Resources & General Affair,Jakarta,0,1,3000000,3500000
Sales,Jakarta,5,10,20000000,35000000
Data Analyst & Data Science,Jakarta,1,3,5000000,7500000
Business,Jawa,0,1,3800000,4300000
Internet & New Media,Jakarta,1,3,8000000,15000000
Factory and Manufacturer,Jakarta,3,5,20947627.22340499,31421440.83510748
Factory and Manufacturer,Jakarta,0,1,3500000,4500000
Art & Design,Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,0,1,3000000,5000000
Internet & New Media,Sumatera,1,3,9000000,12000000
Factory and Manufacturer,Sumatera,0,1,3800000,4500000
Factory and Manufacturer,Jawa,5,10,20000000,40000000
Factory and Manufacturer,Jawa,3,5,6000000,7000000
Factory and Manufacturer,Jakarta,3,5,5000000,12000000
Data Analyst & Data Science,Jakarta,3,5,8000000,12000000
Factory and Manufacturer,Sumatera,0,1,3000000,5000000
Business,Jakarta,0,1,3000000,4600000
Administration,Jakarta,0,1,500000,2000000
Sales,Jawa,1,3,1500000,3000000
Internet & New Media,Jakarta,3,5,4000000,4500000
Public Relation,Jakarta,1,3,10000000,13000000
Data Analyst & Data Science,Jakarta,1,3,9000000,15000000
Factory and Manufacturer,Jawa,0,1,3000000,4000000
Factory and Manufacturer,Jawa,0,1,2000000,3000000
Factory and Manufacturer,Jawa,1,3,4500000,5000000
Research & Development,Jakarta,1,3,5000000,5300000
"Accounting, Finance, Banking",Jakarta,0,1,3000000,4500000
Internet & New Media,Jakarta,1,3,2835000,3500000
Business,Jakarta,1,3,2835000,3500000
Business,Jakarta,0,1,3500000,4500000
Research & Development,Jawa,0,1,1800000,3500000
Business,Jakarta,0,1,1000000,5000000
Other,Jawa,0,1,1000000,5000000
Sales,Jakarta,0,1,5000000,5000000
Factory and Manufacturer,Jakarta,0,1,3000000,5000000
Art & Design,Jakarta,0,1,2000000,6000000
Factory and Manufacturer,Jakarta,3,5,13000000,18000000
Business,Jakarta,1,3,3000000,4000000
Marketing,Jakarta,0,1,3000000,5000000
Internet & New Media,Jakarta,1,3,7000000,8000000
Public Relation,Jakarta,0,1,3000000,5000000
Survey Respondent,Jakarta,1,3,5000000,7000000
Consultant,Jakarta,3,5,10101858.440575322,40407433.76230129
Hospitality & Travel,Jawa,1,3,6500000,7500000
Art & Design,Jakarta,0,1,500000,500000
Internet & New Media,Jakarta,5,10,20000000,30000000
Factory and Manufacturer,Jakarta,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,1,3,6000000,14740000
Factory and Manufacturer,Jawa,1,3,4500000,7500000
Sales,Jakarta,1,3,5500000,6500000
Sales,Jawa,0,1,1900000,3000000
Human Resources & General Affair,Jakarta,0,1,2100000,4500000
Internet & New Media,Jakarta,5,10,25000000,35000000
Other,Jakarta,1,3,10000000,15000000
Business,Jakarta,1,3,15000000,20000000
Sales,Jakarta,1,3,4000000,5000000
Factory and Manufacturer,Jakarta,1,3,5000000,10000000
Business,Jakarta,1,3,4000000,5000000
Other,Jakarta,0,1,2700000,3000000
Administration,Jawa,1,3,5000000,10000000
Art & Design,Sumatera,0,1,3000000,3300000
Human Resources & General Affair,Jakarta,0,1,3500000,4300000
Factory and Manufacturer,Jakarta,0,1,3500000,4000000
Business,Jawa,1,3,4000000,7000000
Business,Jakarta,1,3,5000000,6000000
"Accounting, Finance, Banking",Jawa,1,3,15000000,20000000
Art & Design,Jakarta,3,5,20000000,30000000
Factory and Manufacturer,Jakarta,0,1,2000000,3000000
Factory and Manufacturer,Jakarta,0,1,2000000,2300000
"Accounting, Finance, Banking",Jakarta,1,3,10000000,20000000
Internet & New Media,Jakarta,3,5,10000000,20000000
Art & Design,Jakarta,1,3,5000000,10000000
Business,Jawa,3,5,20000000,30000000
Data Analyst & Data Science,Jakarta,0,1,3500000,4200000
Factory and Manufacturer,Jakarta,1,3,4000000,4500000
Other,Jawa,1,3,5000000,6500000
Administration,Jawa,1,3,5000000,7000000
Factory and Manufacturer,Jawa,0,1,2000000,4000000
Research & Development,Jawa,1,3,6000000,8000000
Hospitality & Travel,Jawa,1,3,2000000,2500000
Human Resources & General Affair,Jawa,1,3,7000000,10000000
Factory and Manufacturer,Jawa,0,1,3500000,4000000
Sales,Jakarta,1,3,15000000,20000000
Other,Jakarta,0,1,2000000,4000000
Factory and Manufacturer,Jakarta,0,1,3000000,4500000
Other,Jakarta,0,1,3500000,4000000
Factory and Manufacturer,Jakarta,0,1,3250000,4000000
Art & Design,Jakarta,3,5,8658735.806207418,14431226.343679031
Human Resources & General Affair,Jawa,1,3,8000000,18000000
Art & Design,Jakarta,1,3,4500000,6000000
Law,Jawa,1,3,7000000,12000000
Health,Jakarta,3,5,21000000,26000000
Internet & New Media,Jakarta,0,1,3000000,3500010
Hospitality & Travel,Jakarta,0,1,3000000,4500000
Hospitality & Travel,Jakarta,0,1,2500000,5000000
Business,Jakarta,5,10,23000000,26000000
Factory and Manufacturer,Jawa,3,5,3500000,5000000
Sales,Jakarta,0,1,3500000,4000000
Consultant,Jawa,0,1,3500000,4000000
Factory and Manufacturer,Jakarta,1,3,8000000,11000000
Sales,Jawa,3,5,7000000,9000000
Factory and Manufacturer,Jakarta,0,1,3500000,4000000
Internet & New Media,Jakarta,0,1,3500000,4000000
"Accounting, Finance, Banking",Jawa,0,1,3200000,4200000
Public Relation,Jawa,0,1,1500000,3000000
Education,Jawa,0,1,1000000,1250000
Education,Jawa,1,3,6000000,15000000
Factory and Manufacturer,Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,0,1,2500000,4500000
Consultant,Jawa,5,10,12000000,25000000
Art & Design,Jakarta,0,1,3000000,3800000
Sales,Jawa,0,1,3500000,3800000
Internet & New Media,Jawa,3,5,20000000,28000000
Marketing,Jakarta,0,1,4400000,4400000
Internet & New Media,Jakarta,1,3,4000000,5000000
Human Resources & General Affair,Jakarta,1,3,5000000,6500000
Factory and Manufacturer,Jakarta,5,10,20000000,40000000
Consultant,Jawa,1,3,10000000,25000000
Factory and Manufacturer,Jakarta,0,1,0,2000000
Hospitality & Travel,Jakarta,5,10,10000000,10000000
Factory and Manufacturer,Jakarta,1,3,5000000,8000000
Factory and Manufacturer,Jakarta,5,10,25000000,35000000
Internet & New Media,Jawa,3,5,20000000,26000000
Journalistic and Entertainment,Jakarta,0,1,2500000,3700000
Data Analyst & Data Science,Jakarta,0,1,3000000,4000000
Sales,Jakarta,1,3,10000000,15000000
"Accounting, Finance, Banking",Jawa,1,3,5000000,6000000
Sales,Jakarta,1,3,9000000,12000000
Factory and Manufacturer,Jawa,1,3,4500000,5000000
Sales,Jakarta,1,3,7000000,12000000
Other,Jakarta,3,5,12000000,20000000
Factory and Manufacturer,Bali dan Nusa Tenggara,3,5,11000000,15000000
"Accounting, Finance, Banking",Jakarta,0,1,1000000,3000000
Art & Design,Jawa,3,5,11000000,15000000
Factory and Manufacturer,Jakarta,1,3,9000000,14000000
Other,Jawa,0,1,3000000,4000000
Internet & New Media,Jawa,1,3,5000000,6000000
Sales,Jakarta,3,5,15000000,30000000
Sales,Jawa,1,3,8000000,11000000
Hospitality & Travel,Jawa,0,1,1000000,4000000
Sales,Jakarta,1,3,10000000,16000000
Factory and Manufacturer,Jakarta,3,5,10000000,18000000
Sales,Jawa,1,3,4000000,5000000
Business,Jawa,0,1,2000000,3500000
Factory and Manufacturer,Jawa,1,3,4000000,6000000
Factory and Manufacturer,Jakarta,1,3,6000000,7000000
Factory and Manufacturer,Jawa,1,3,7000000,17000000
Factory and Manufacturer,Jawa,3,5,10000000,15000100
Art & Design,Jawa,1,3,5000000,6500000
Factory and Manufacturer,Jawa,1,3,6000000,8000000
"Accounting, Finance, Banking",Jawa,1,3,3000000,3500000
Business,Jawa,0,1,1200000,1500000
Factory and Manufacturer,Jakarta,0,1,2000000,5000000
"Accounting, Finance, Banking",Jawa,0,1,3000000,4000000
"Accounting, Finance, Banking",Jakarta,1,3,2000000,3000000
Public Relation,Jakarta,1,3,4700000,6000000
"Accounting, Finance, Banking",Jakarta,1,3,4000000,7000000
Hospitality & Travel,Jakarta,1,3,7000000,14000000
Factory and Manufacturer,Jawa,1,3,2500000,3000000
Art & Design,Jakarta,1,3,2100000,2100000
"Accounting, Finance, Banking",Jakarta,0,1,3000000,4000000
Marketing,Jakarta,1,3,3500000,5000000
Other,Jawa,3,5,5000000,7000000
Data Analyst & Data Science,Jawa,0,1,3000000,4000000
Art & Design,Jakarta,0,1,2100000,3000000
Marketing,Jakarta,1,3,2500000,3000000
Data Analyst & Data Science,Bali dan Nusa Tenggara,0,1,2500000,4500000
Art & Design,Jakarta,1,3,7500000,15000000
Hospitality & Travel,Jakarta,0,1,3000000,4000000
Factory and Manufacturer,Jakarta,3,5,8000000,9000000
Internet & New Media,Jakarta,3,5,20000000,25000000
Business,Jawa,0,1,2000000,3000000
Hospitality & Travel,Sulawesi,1,3,5000000,8000000
Sales,Jawa,1,3,2800000,3300000
Factory and Manufacturer,Jakarta,3,5,15000000,19000000
Art & Design,Jawa,3,5,16000000,25000000
Art & Design,Jawa,1,3,4375000,4375000
Factory and Manufacturer,Jawa,3,5,10000000,20000000
Other,Jakarta,1,3,2500000,3500000
"Accounting, Finance, Banking",Jakarta,3,5,15000000,25000000
Factory and Manufacturer,Jakarta,1,3,5000000,8000000
Art & Design,Jakarta,0,1,2500000,4000000
Journalistic and Entertainment,Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,3,5,8000000,13000000
"Accounting, Finance, Banking",Jakarta,1,3,700,10000000
"Accounting, Finance, Banking",Jakarta,1,3,3000000,5000000
Factory and Manufacturer,Jakarta,0,1,2000000,4500000
"Accounting, Finance, Banking",Jakarta,3,5,12000000,15000000
Factory and Manufacturer,Jakarta,1,3,8000000,10000000
Hospitality & Travel,Jawa,1,3,12000000,18000000
Administration,Jakarta,1,3,10000000,12000000
Business,Jakarta,5,10,17000000,25000000
Internet & New Media,Jakarta,1,3,5500000,7000000
Business,Jakarta,3,5,2000000,15000000
Sales,Jawa,3,5,2000000,15000000
Factory and Manufacturer,Jawa,3,5,2000000,15000000
Factory and Manufacturer,Jakarta,1,3,4800000,5500000
Business,Jawa,3,5,2000000,15000000
Marketing,Jawa,0,1,2000000,2200000
Hospitality & Travel,Jawa,1,3,12000000,20000000
Research & Development,Sumatera,1,3,7000000,25000000
Journalistic and Entertainment,Jakarta,1,3,5000000,5600000
Factory and Manufacturer,Jakarta,0,1,1600000,4000000
Marketing,Sumatera,1,3,3500000,5000000
Internet & New Media,Jawa,1,3,8000000,11000000
Administration,Jawa,0,1,1000000,4000000
Administration,Sumatera,3,5,5000000,8000000
Business,Jawa,1,3,5000000,8000000
Human Resources & General Affair,Jakarta,3,5,5000000,9000000
Internet & New Media,Jawa,1,3,4500000,5000000
Other,Jakarta,0,1,2750000,3000000
Factory and Manufacturer,Jakarta,1,3,12000000,20000000
Research & Development,Jakarta,5,10,7500000,9000000
Data Analyst & Data Science,Jakarta,0,1,2700000,4000000
Research & Development,Jawa,1,3,8000000,18000000
Business,Jakarta,1,3,7000000,11000000
Factory and Manufacturer,Jawa,5,10,12000000,30000000
Hospitality & Travel,Jawa,0,1,2000000,4500000
Journalistic and Entertainment,Jawa,1,3,4500000,5300000
"Accounting, Finance, Banking",Jakarta,1,3,4200000,4500000
"Accounting, Finance, Banking",Jawa,3,5,18000000,25000000
Hospitality & Travel,Jakarta,1,3,2000000,5000000
Other,Jakarta,1,3,7000000,12000000
Internet & New Media,Jakarta,1,3,12000000,14500000
Journalistic and Entertainment,Jakarta,0,1,2000000,2100000
Administration,Jakarta,3,5,14000000,26000000
Data Analyst & Data Science,Jakarta,0,1,2800000,3000000
Administration,Jakarta,1,3,4500000,5500000
Factory and Manufacturer,Jawa,0,1,2800000,3500000
Factory and Manufacturer,Sumatera,3,5,10000000,13000000
Sales,Kalimantan,1,3,4375479,5000000
Law,Jakarta,3,5,10000000,30000000
Business,Jawa,1,3,8000000,9000000
Hospitality & Travel,Jawa,1,3,6000000,7000000
Factory and Manufacturer,Jakarta,0,1,2500000,4000000
Factory and Manufacturer,Jawa,1,3,4000000,6000000
Administration,Jawa,1,3,10000000,20000000
Business,Jawa,1,3,6000000,8000000
Other,Jawa,0,1,3000000,3500000
Business,Jawa,3,5,5000000,25000000
"Accounting, Finance, Banking",Jakarta,3,5,8000000,15000000
Administration,Sumatera,1,3,4200000,5000000
Factory and Manufacturer,Jakarta,1,3,6000000,8000000
Sales,Jakarta,1,3,6000000,11000000
Education,Jakarta,3,5,10000000,20000000
Factory and Manufacturer,Jakarta,1,3,5000000,7000000
Art & Design,Jakarta,10,20,24000000,30000000
Factory and Manufacturer,Jawa,1,3,5000000,6500000
Other,Jakarta,0,1,2500000,3500000
Factory and Manufacturer,Jakarta,1,3,9000000,12000000
Sales,Jawa,1,3,3500500,4000000
Factory and Manufacturer,Jakarta,1,3,7000000,10000000
Factory and Manufacturer,Jawa,5,10,15000000,25000000
Public Relation,Jawa,1,3,4500000,5000000
Internet & New Media,Jawa,1,3,13000000,15000000
Factory and Manufacturer,Jakarta,0,1,1500000,1500000
Administration,Jawa,1,3,6000000,15000000
Sales,Jawa,0,1,1500000,3000000
Factory and Manufacturer,Jawa,1,3,13000000,15000000
Factory and Manufacturer,Jakarta,3,5,15000000,17000000
Art & Design,Bali dan Nusa Tenggara,0,1,500000,1000000
Internet & New Media,Bali dan Nusa Tenggara,0,1,1000000,1500000
Internet & New Media,Jakarta,1,3,10000000,15000000
Data Analyst & Data Science,Jakarta,1,3,4000000,5000000
Internet & New Media,Jawa,3,5,10000000,15000000
Factory and Manufacturer,Sumatera,3,5,10000000,20000000
"Accounting, Finance, Banking",Jawa,5,10,10000000,12000000
Hospitality & Travel,Jakarta,0,1,2500000,3000000
Sales,Jawa,1,3,4000000,7000000
Internet & New Media,Jawa,1,3,3800000,4200000
"Accounting, Finance, Banking",Jakarta,1,3,3000000,5000000
Internet & New Media,Jakarta,1,3,4000000,5000000
Business,Jakarta,1,3,5000000,7000000
Art & Design,Jawa,1,3,4200000,5460000
Journalistic and Entertainment,Jawa,1,3,7000000,10000000
Sales,Jakarta,0,1,2500000,3500000
Human Resources & General Affair,Jakarta,3,5,10000000,15000000
"Accounting, Finance, Banking",Jawa,1,3,4500000,4800000
Factory and Manufacturer,Jakarta,5,10,20000000,25000000
Internet & New Media,Bali dan Nusa Tenggara,1,3,7000000,11000000
Other,Bali dan Nusa Tenggara,1,3,7000000,11000000
Factory and Manufacturer,Jawa,0,1,3000000,3200000
Business,Jakarta,1,3,6000000,18000000
