Job_Title,Company,Dept,City,Salary,Yrs_of_Exp
Business Analyst,PT Dian Permana,Hukum / Korporasi,PT Berlian Duta Energi Site Kaubun - Samarinda,IDR 8.000.000 - 9.000.000,Setidaknya 1 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Techno Prefab Indonesia,Manajemen Proyek,head office - Surabaya,Gaji Kompetitif,2 tahun
DIBUTUHKAN ADMIN KARAWANG PENEMPATAN PURWAKARTA,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Cikarang,Gaji Kompetitif,2 tahun
Drafter ,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Pematang Siantar - ,Gaji Kompetitif,7 tahun
OPERATOR ALAT BERAT HD / ARTICULATED / EXCAVATOR / BULLDOZER / GRADER / COMPACT,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Metro - ,Gaji Kompetitif,3 tahun
Legal Manager,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Lhokseumawe - Lhokseumawe,Gaji Kompetitif,0 tahun
PROJECT MANAGER,PT Mitracomm Ekasarana Business Process Service,Konsultan,Mojokerto - Mojokerto,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Pematangsiantar,PT Kaliabang Jaya Pratama,"Teknik, Sipil","Gd The East Lt 16, Jl Lingkar Mega kuningan Jakarta selatan (Kawasan Mega kuningan berada di seberang ITC Kuningan/Mall Ambassador - Prov. DKI-Jakarta",Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Metro,PT Mitracomm Ekasarana Business Process Service,"TI, Administrator",head office - Bekasi,IDR 12.000.000 - 20.000.000,0 tahun
Field Education Consultant (FEC) - Lhokseumawe,PT Karya Sejati Makmur Surabaya,Kredit / Pinjaman,"Gd The East Lt 16, Jl Lingkar Mega kuningan Jakarta selatan (Kawasan Mega kuningan berada di seberang ITC Kuningan/Mall Ambassador - Prov. DKI-Jakarta",Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Mojokerto,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Surabaya,IDR 3.000.000 - 5.000.000,5 tahun
EDUCATION CONSULTANT,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Waingapu - ,Gaji Kompetitif,6 tahun
Project Director,PT Jovanindo Anugrah Perkasa Mandiri,Pemasaran (Non-Teknis),Solok - ,Gaji Kompetitif,2 tahun
IT HELPDESK,Raden Annisa Brides,Manajemen Proyek,head office - Bandung,Gaji Kompetitif,0 tahun
Desk collection,PT Dutagaruda Piranti Prima,Operasi Gudang,head office - Bandung,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Waingapu,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,PT. DUTAGARUDA PIRANTI PRIMA - Jakarta Pusat,Gaji Kompetitif,2 tahun
Field Education Consultant (FEC) - Solok,PT Olsera Indonesia Pratama,Pengembangan Bisnis,Lubuklinggau - ,Gaji Kompetitif,0 tahun
Supervisor Marketing,PT Rekso Nasional Food (McDonald's Indonesia),Operasi Restoran,Branch Office Jakarta - Prov. DKI-Jakarta,IDR 3.250.000 - 4.550.000,Setidaknya 1 tahun
PROJECT MANAGER ASSISTANT,PT Karya Sejati Makmur Surabaya,Administrasi,Purwakarta - Purwakarta,Gaji Kompetitif,0 tahun
OPERATOR REACH TRUCK JUNGHEINRICH,PT BPR Lestari Banten,Investasi dan Keuangan,head office - Surabaya,IDR 5.000.000 - 8.000.000,Setidaknya 1 tahun
Field Education Consultant (FEC) - Lubuklinggau,Cubique Visual Indonesia,Penjualan dan Pemasaran,Head Office - Tangerang,Gaji Kompetitif,0 tahun
Marketing Jakarta,PT Kirana Mitraabadi,Pengembangan Bisnis,head office - Jakarta Selatan,IDR 4.416.186 - 5.000.000,3 tahun
Crew Restoran - Based Purwakarta,PT Karya Sejati Makmur Surabaya,General Management,head office - Jakarta Pusat,Gaji Kompetitif,2 tahun
"Head Finance, Accounting &Tax",Power Vision,Penjualan dan Pemasaran,head office - Surabaya,IDR 3.000.000 - 6.000.000,Setidaknya 1 tahun
Marketing Executive,PT Hassana Boga Sejahtera,Merchandiser,Power Vision - Jakarta Barat,IDR 6.000.000 - 10.000.000,3 tahun
Sales,PT Fumakilla Indonesia,Manufaktur dan Produksi,Batam - Batam,Gaji Kompetitif,2 tahun
Sales Marketing & Business Development Manager,PT Kualitas Teknik Indonesia,Pemasaran (Teknis),PT. Fumakilla Indonesia (Banjar Baru) - ,Gaji Kompetitif,3 tahun
"Supervisor / SPV Area ( Jakarta, Surabaya, Bali/ Bima)",Panel Place International PTe LTD,Komunikasi,head office - Jakarta Barat,Gaji Kompetitif,Setidaknya 1 tahun
Marketing Executive,Panel Place International PTe LTD,Komunikasi,Yogyakarta - Yogyakarta,IDR 200.000 - 1.000.000,3 tahun
Sales Merchandiser ,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Bekasi - Bekasi,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Assistant Manager Production,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Jayapura - ,Gaji Kompetitif,0 tahun
MARKETING,PT. Tata Karya Gemilang,"Akuntansi, Keuangan",Sibolga - ,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Indosakti Pancadipo Paragraha,Arsitek,head office - Yogyakarta,IDR 2.500.000 - 3.000.000,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Intercipta Jasa Indonesia,"Akuntansi, Keuangan",Tangerang - Tangerang,IDR 4.000.000 - 7.500.000,0 tahun
Field Education Consultant (FEC) - Jayapura,PT Elabram Systems,Pengembangan Bisnis,PT. INTERCIPTA JASA INDONESIA - Jakarta Barat,IDR 5.000.000 - 6.500.000,Setidaknya 1 tahun
Field Education Consultant (FEC) - Sibolga,PT Sinergi Performa Cipta,Layanan Pelanggan,Prov. DKI-Jakarta - Prov. DKI-Jakarta,IDR 10.000.000 - 12.000.000,2 tahun
Accounting Staff,Panel Place International PTe LTD,Komunikasi,Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,3 tahun
Teknik Arsitektur,PT Laplasindo Pratama,"Akuntansi, Keuangan",Pekanbaru - Pekanbaru,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
SENIOR ACCOUNTING ,PT Imecon Teknindo,Konsultan,head office - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Region Sales Manager,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Head Office - Jakarta Selatan,IDR 4.000.000 - 5.500.000,0 tahun
Customer Service Support Coordinator (Jakarta),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Kotamobagu - ,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Valbury Asia Futures,Konsultan,Banjarmasin - Banjarmasin,Gaji Kompetitif,Setidaknya 1 tahun
Accounting Division,PT Intrias Mandiri Sejati (IMS),Administrasi,Tunjungan Plaza 5 - Surabaya,IDR 4.000.000 - 10.000.000,0 tahun
Head Hunter,PT Personel Alih Daya ( PERSADA ),Penjualan dan Pemasaran,head office - Prov. DKI-Jakarta,IDR 4.600.000 - 4.700.000,0 tahun
Field Education Consultant (FEC) - Kotamobugu,PT BSR Indonesia,"TI, Programmer",head office - Jakarta Selatan,IDR 5.300.000 - 6.300.000,0 tahun
Field Education Consultant (FEC) - Banjarmasin,Power Vision,"Akuntansi, Keuangan",head office - Jakarta Pusat,Gaji Kompetitif,0 tahun
management trainee (surabaya),Panel Place International PTe LTD,Administrasi,Power Vision - Jakarta Barat,IDR 6.000.000 - 15.000.000,Setidaknya 1 tahun
PRODUCT & TECHNOLOGY,Panel Place International PTe LTD,Komunikasi,Yogyakarta - Yogyakarta,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Winning in Store and Development Staff,PT Graha Esa,Maintenance,Batam - Batam,IDR 200.000 - 1.000.000,2 tahun
Mobile Developer,ASABA GROUP,Penjualan dan Pemasaran,head office - Jakarta Utara,Gaji Kompetitif,0 tahun
Head of Sales / Marketing,Panel Place International PTe LTD,Administrasi,Semarang - Semarang,Gaji Kompetitif,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Komunikasi,Palembang - Palembang,IDR 200.000 - 1.000.000,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Derma Konsep Estetika,Operator,Semarang - Semarang,IDR 200.000 - 1.000.000,3 tahun
TENAGA TEKNIS MAINTENANCE,PT Artha Kreasi Utama,Pemasaran (Non-Teknis),head office - Bekasi,Gaji Kompetitif,0 tahun
Sales Coordinator Jawa Tengah ,Bali Hai Brewing Co,Akuntan Perpajakan,Magelang - Magelang,Gaji Kompetitif,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Karya Sejati Makmur Surabaya,Administrasi,head office - Jakarta Utara,Gaji Kompetitif,Setidaknya 1 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT BSR Indonesia,Penjualan dan Pemasaran,head office - Surabaya,IDR 4.000.000 - 7.000.000,0 tahun
Operator Percetakan,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Kantor Cabang Bandung - Bandung,IDR 1.800.000 - 4.500.000,2 tahun
ACCOUNT OFFICER,Panel Place International PTe LTD,Administrasi,Palopo - ,IDR 2.000.000 - 2.700.000,2 tahun
Finance Officer,Raja Sei,Pemasaran (Non-Teknis),Bandarlampung - Bandarlampung,IDR 200.000 - 1.000.000,0 tahun
Content Writer & Admin Marketing,PT Imecon Teknindo,Supir,head office - Tangerang,IDR 3.000.000 - 5.000.000,0 tahun
Telesales Bandung,PT Era Mulya Citra Warna,Administrasi,Lampung Selatan - ,IDR 2.000.000 - 3.000.000,0 tahun
Field Education Consultant (FEC) - Palopo,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Head Office - Bogor,Gaji Kompetitif,2 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Parepare - ,Gaji Kompetitif,3 tahun
Marketing,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Balikpapan - Balikpapan,Gaji Kompetitif,Setidaknya 1 tahun
Driver B1,Bali Hai Brewing Co,Telemarketing,Manado - Manado,Gaji Kompetitif,0 tahun
STAFF FINANCE BOGOR,PT Derma Konsep Estetika,Kreatif / Desain,head office - Jakarta Utara,IDR 5.000.000 - 7.000.000,0 tahun
 Field Education Consultant (FEC) - Parepare,PT Personel Alih Daya ( PERSADA ),Penjualan (Non-Teknis),head office - Bekasi,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Balikpapan,A Big Group of Companies,Apoteker / Farmasi,head office - Jakarta Selatan,IDR 4.000.000 - 5.000.000,2 tahun
Field Education Consultant (FEC) - Manado,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Head office - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Marketing Analyze,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Samarinda - Samarinda,Gaji Kompetitif,Setidaknya 1 tahun
STAFF DESIGN GRAFIS,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Palangkaraya - ,Gaji Kompetitif,2 tahun
Area Sales Supervisor Bengkulu,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Kendari - Kendari,Gaji Kompetitif,0 tahun
Regulatory & Quality Assurance Manager,PT BSR Indonesia,"Teknik, Pertanian",Ambon - Ambon,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Samarinda,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Jakarta Pusat,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Palangkaraya,PT Victory Retailindo,Akuntan Perpajakan,Padang - Padang,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Kendari,PT Derma Konsep Estetika,Edukasi,head office - Bekasi,Gaji Kompetitif,Setidaknya 1 tahun
Field Education Consultant (FEC) - Ambon,PT Personel Alih Daya ( PERSADA ),Penjualan dan Pemasaran,head office - Bekasi,Gaji Kompetitif,0 tahun
Account Executive,Panel Place International PTe LTD,Administrasi,head office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
Field Education Consultant (FEC) - Padang,Panel Place International PTe LTD,Komunikasi,Depok - Depok,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Staff Tax,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Depok - Depok,IDR 200.000 - 1.000.000,5 tahun
Staff Education,PT Oscar Mas,Administrasi,Tana Toraja - ,Gaji Kompetitif,0 tahun
 Direct Sales Senior/Manager,Confidential Company,"Keuangan, Analis",PT. OSCAR MAS - Bekasi,IDR 5.000.000 - 6.000.000,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Administrasi,head office - Di luar Indonesia,IDR 44.532.000 - 55.665.000,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT BSR Indonesia,Penjualan dan Pemasaran,Batam - Batam,IDR 200.000 - 1.000.000,2 tahun
Field Education Consultant (FEC) - Tana Toraja,PT Intrias Mandiri Sejati (IMS),Management Trainee,Bali - Denpasar,IDR 2.500.000 - 4.500.000,5 tahun
Recruitment Spesialist,Panel Place International PTe LTD,Administrasi,JAYAPURA - Prov. Papua,IDR 4.500.000 - 5.000.000,0 tahun
Finance Revenue Audit Supervisor,PT Transco Logistik Indonesia,Penjualan dan Pemasaran,Medan - Medan,IDR 200.000 - 1.000.000,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),A Big Group of Companies,Supir,head office - Jakarta Utara,Gaji Kompetitif,Setidaknya 1 tahun
Telesales Bali,Panel Place International PTe LTD,Komunikasi,Padang - Padang,IDR 2.400.000 - 2.500.000,0 tahun
TRAINER,Panel Place International PTe LTD,Komunikasi,Medan - Medan,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Jakarta Barat - Jakarta Barat,IDR 200.000 - 1.000.000,2 tahun
Sales Hunter Freight Forwarding,PT Asuransi Reliance Indonesia,Kreatif / Desain,Yogyakarta - Yogyakarta,IDR 2.500.000 - 3.000.000,0 tahun
Driver & Kernet - Padang,Panel Place International PTe LTD,Administrasi,PT Asuransi Reliance Indonesia - Jakarta Utara,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Administrasi,Bekasi - Bekasi,IDR 200.000 - 1.000.000,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Komunikasi,Semarang - Semarang,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Field Education Consultant (FEC) - Yogyakarta,PT Elabram Systems,Komunikasi,Jakarta Pusat - Jakarta Pusat,IDR 200.000 - 1.000.000,0 tahun
Videographer,PT BSR Indonesia,Pemasaran (Non-Teknis),head office - Jakarta Pusat,IDR 20.000.000 - 25.000.000,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Jawa Tengah - Prov. Jawa Tengah,IDR 2.800.000 - 3.500.000,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Sorong - ,Gaji Kompetitif,10 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Makassar - Makassar,Gaji Kompetitif,Setidaknya 1 tahun
Marketing Communication Manager (Non-profit Organization),PT Solusi Teknik Industri (Belanjaparts.Com),Penjualan dan Pemasaran,Prabumulih - ,Gaji Kompetitif,0 tahun
Account Executive,Panel Place International PTe LTD,Administrasi,Branch - Jawa Timur - Prov. Jawa Timur,IDR 2.000.000 - 3.000.000,0 tahun
Field Education Consultant (FEC) - Sorong,PT Samudra Maju Perkasa,"Teknik, Keselamatan",Bandung - Bandung,IDR 200.000 - 1.000.000,0 tahun
Field Education Consultant (FEC) - Makassar,PT Cakrawala Sakti Kencana,"Akuntansi, Keuangan",PT Berlian Duta Energi Site Kaubun - Samarinda,IDR 8.000.000 - 9.000.000,0 tahun
Field Education Consultant (FEC) - Prabumulih,PT Agricon Group,Operator,head office - Semarang,Gaji Kompetitif,0 tahun
Marketing Area,PT Smart Multi Finance,Pemasaran (Non-Teknis),Bogor City - Bogor,Gaji Kompetitif,Setidaknya 1 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Administrasi,Head Office - Tangerang,Gaji Kompetitif,Setidaknya 1 tahun
SURVEYOR,PT Multireka Surya Utama,Arsitek,Jakarta Pusat - Jakarta Pusat,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Tax Executive,Panel Place International PTe LTD,Administrasi,head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
OPERATOR MESIN PT. AGRI LESTARI NUSANTARA (ALN) - LAMPUNG,PT Indosakti Pancadipo Paragraha,Manajemen Operasional,Makassar - Makassar,IDR 200.000 - 1.000.000,0 tahun
BUSSINESS DEVELOPMENT OFFICER,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Prov. DKI-Jakarta,Gaji Kompetitif,2 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Medan - Medan,Gaji Kompetitif,0 tahun
Arsitek Landscape,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Subulussalam - ,Gaji Kompetitif,0 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Olsera Indonesia Pratama,Penjualan dan Pemasaran,Palu - Palu,Gaji Kompetitif,0 tahun
Penjaga Toko Air Minum,PT Oscar Mas,Desainer Grafis Komputer,Branch Office Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Field Education Consultant (FEC) - Medan,Twinpack Indonesia,"Akuntansi, Keuangan",PT. Oscar Global Retailindo - Tangerang,IDR 3.000.000 - 4.650.000,0 tahun
Field Education Consultant (FEC) - Subulussalam,PT Qerja Manfaat Bangsa (QMB),Pengembangan Produk,head office - Tangerang,IDR 5.000.000 - 6.000.000,Setidaknya 1 tahun
 Field Education Consultant (FEC) - Palu,PT Indo Human Resource,Sumber Daya Manusia,Prov. DKI-Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,Setidaknya 1 tahun
Marketing (Area Jabodetabek),PT Mustika Land Development ,Penjualan dan Pemasaran,head office - Jakarta Selatan,Gaji Kompetitif,Setidaknya 1 tahun
Digital Marketing Support,PT Nadira Permata Mandiri,Operator,head office - Jakarta Pusat,Gaji Kompetitif,0 tahun
STAFF AKUNTING,Chang Sung Precision Indonesia,Manajemen Mutu (ISO),head office - Jakarta Utara,IDR 8.000.000 - 10.000.000,5 tahun
Associate Product,Panel Place International PTe LTD,Administrasi,head office - Cikarang,Gaji Kompetitif,5 tahun
Senior HR Staff,PT Archipelago Queen,Maintenance,Jakarta Barat - Jakarta Barat,IDR 5.000.000 - 20.000.000,Setidaknya 1 tahun
Sales Manager,Yayasan Tadika Puri,Management Trainee,head office - Prov. DKI-Jakarta,IDR 200.000 - 1.000.000,5 tahun
Operation Staff (Forklift),PT Industri Pembungkus Internasional,"TI, Programmer",head office - Jakarta Selatan,Gaji Kompetitif,0 tahun
QC,PT Olsera Indonesia Pratama,Penjualan dan Pemasaran,head office - Medan,Gaji Kompetitif,2 tahun
Peserta Riset Online (Paruh Waktu / Sambilan),PT Oscar Mas,Penjualan dan Pemasaran,Branch Office Medan - Medan,Gaji Kompetitif,5 tahun
Maintenance,PT Elabram Systems,"Teknik, Telekomunikasi",PT. OSCAR OMEGA - Cikarang,IDR 3.000.000 - 4.200.000,Setidaknya 1 tahun
TRAINER,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Jakarta Pusat,IDR 5.000.000 - 6.000.000,Setidaknya 1 tahun
IT DEVELOPMENT,PT Olsera Indonesia Pratama,Penjualan dan Pemasaran,Pekanbaru - Pekanbaru,IDR 4.600.000 - 5.000.000,3 tahun
Marketing Sumatera Utara (Medan),PT Mitra Insan Sejahtera,Konsultan,Branch Office Bogor - Bogor,Gaji Kompetitif,Setidaknya 1 tahun
Sales & Marketing,Panel Place International PTe LTD,Komunikasi,Jakarta - Prov. DKI-Jakarta,IDR 3.250.000 - 4.200.000,0 tahun
Network Monitoring / NOC,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Makassar - Makassar,Gaji Kompetitif,Setidaknya 1 tahun
Field Education Consultant (FEC) - Pekanbaru,PT Micro Madani Institute,Administrasi,Malang - Malang,IDR 200.000 - 1.000.000,0 tahun
"Marketing Bodebek (Bogor, Depok, Cikarang, Bekasi)",Panel Place International PTe LTD,Komunikasi,Prov. DKI-Jakarta - Prov. DKI-Jakarta,IDR 2.500.000 - 3.000.000,0 tahun
Beauty Consultant,Panel Place International PTe LTD,Komunikasi,Prov. DKI-Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Era Mulya Citra Warna,Penjualan dan Pemasaran,Bandung - Bandung,IDR 200.000 - 1.000.000,0 tahun
Field Education Consultant (FEC) - Malang,PT Sekaya Group Indonesia,Penjualan dan Pemasaran,Head Office - Bogor,IDR 200.000 - 1.000.000,0 tahun
HR Administration,Confidential Company,Penjualan dan Pemasaran,Jakarta - Prov. DKI-Jakarta,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),Panel Place International PTe LTD,Komunikasi,head office - Jakarta Pusat,IDR 4.600.000 - 5.000.000,Setidaknya 1 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT BSR Indonesia,Penjualan dan Pemasaran,Bogor - Bogor,IDR 4.500.000 - 5.000.000,Setidaknya 1 tahun
SALES EKSEKUTIF BEKASI & KARAWANG,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,Manado - Manado,IDR 200.000 - 1.000.000,Setidaknya 1 tahun
Sales Acquisition,Twinpack Indonesia,Pemasaran (Non-Teknis),Padang - Padang,IDR 3.300.000 - 4.500.000,0 tahun
Telemarketing - Game Online,Confidential Company,Hukum / Korporasi,head office - Tangerang,Gaji Kompetitif,0 tahun
Responden Survei Online (Paruh Waktu / Sambilan),PT Catur Adhi Manunggal,Penjualan dan Pemasaran,head office - Tangerang,Gaji Kompetitif,0 tahun
Telesales Manado,PT Smart Multi Finance,Administrasi,head office - Semarang,Gaji Kompetitif,Setidaknya 1 tahun
Field Education Consultant (FEC) - Palembang,PT BSR Indonesia,Penjualan dan Pemasaran,Head Office - Tangerang,Gaji Kompetitif,2 tahun
SALES DAN MARKETING ONLINE,Power Vision,Pengembangan Bisnis,Ambon - Ambon,IDR 4.000.000 - 4.500.000,2 tahun
Staff Notaris PPAT,PT Triasa Adipradana,Pengembangan Bisnis,Power Vision - Jakarta Barat,IDR 2.600.000 - 4.500.000,Setidaknya 1 tahun
Sales Supervisor (Jateng Area),PT Anugerah Graha Bersama,Sumber Daya Manusia,head office - Jakarta Pusat,IDR 6.000.000 - 10.000.000,0 tahun
CORPORATE RISK OFFICER,PT Intrias Mandiri Sejati (IMS),Pemasaran (Teknis),head office - Jakarta Pusat,IDR 4.500.000 - 6.500.000,2 tahun
Telesales Ambon,Chang Sung Precision Indonesia,Manufaktur dan Produksi,head office - Prov. DKI-Jakarta,IDR 4.500.000 - 6.000.000,4 tahun
Marketing Executive & Business Development,PT Sinergi Performa Cipta,Penjualan dan Pemasaran,head office - Cikarang,IDR 4.400.000 - 4.500.000,2 tahun
Strategic Engineering Marketing & BizDev,The Tempo Group,Penjualan dan Pemasaran,Pontianak - Pontianak,IDR 5.000.000 - 20.000.000,Setidaknya 1 tahun
HRD REKRUTMEN - GAME ONLINE 12 JAM,PT Qerja Manfaat Bangsa (QMB),General Management,PT TEMPO CENGKARENG - Jakarta Barat,Gaji Kompetitif,5 tahun
